session_id,pred_tactics,true_tactics,metrics
6dcdbb4edee3,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
592a2751969a,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
ed2972581688,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0}"
4fa89eff524b,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
a9ee42f2c45a,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
60c7f61cf01c,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY', 'DEFENSE_EVASION', 'PERSISTENCE']","['COMMAND_AND_CONTROL', 'EXECUTION', 'DISCOVERY', 'INITIAL_ACCESS']","{'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'defense_evasion_precision': 0.0, 'defense_evasion_recall': 0.0, 'defense_evasion_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0}"
822a82f52ad9,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
b477bf817dd7,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
a7d01d8ba30c,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0}"
23e69792f40c,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
dbc3c8cf3a64,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
6d242ab139b6,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
b80fa6392b34,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
bfdca6804bcf,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
2ee12d36aa3c,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
de855a7e0e45,"['INITIAL_ACCESS', 'EXECUTION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0}"
b0c8905480de,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
c6f6369045e9,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY', 'IMPACT']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
21ac344f807e,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
9fb4905dfbb5,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
36a5de3d0e7d,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['EXECUTION', 'INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'PERSISTENCE']","{'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
9aa7610a25f0,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
443fd1169e0b,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY', 'IMPACT']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 0.0, 'persistence_recall': 0.0, 'persistence_f1_score': 0.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
542de8cd72a5,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
2bb8fbf17112,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
1e9538590b38,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
ef092aa433ff,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['EXECUTION', 'INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'PERSISTENCE']","{'execution_precision': 1.0, 'execution_recall': 1.0, 'execution_f1_score': 1.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
c2d9be3ab3f1,"['INITIAL_ACCESS', 'EXECUTION', 'DISCOVERY']","['COMMAND_AND_CONTROL', 'INITIAL_ACCESS', 'DISCOVERY']","{'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 1.0, 'discovery_recall': 1.0, 'discovery_f1_score': 1.0}"
bb9918ccf3ef,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
02279b287637,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'IMPACT']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
49ad4de05d74,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
ee5c4789f244,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
e12626694b55,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['PERSISTENCE', 'INITIAL_ACCESS', 'COMMAND_AND_CONTROL', 'DISCOVERY']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
69afc1ef8aec,"['INITIAL_ACCESS', 'EXECUTION', 'PERSISTENCE', 'PRIVILEGE_ESCALATION']","['INITIAL_ACCESS', 'DISCOVERY', 'COMMAND_AND_CONTROL', 'IMPACT', 'PERSISTENCE']","{'execution_precision': 0.0, 'execution_recall': 0.0, 'execution_f1_score': 0.0, 'initial_access_precision': 1.0, 'initial_access_recall': 1.0, 'initial_access_f1_score': 1.0, 'discovery_precision': 0.0, 'discovery_recall': 0.0, 'discovery_f1_score': 0.0, 'command_and_control_precision': 0.0, 'command_and_control_recall': 0.0, 'command_and_control_f1_score': 0.0, 'impact_precision': 0.0, 'impact_recall': 0.0, 'impact_f1_score': 0.0, 'persistence_precision': 1.0, 'persistence_recall': 1.0, 'persistence_f1_score': 1.0, 'privilege_escalation_precision': 0.0, 'privilege_escalation_recall': 0.0, 'privilege_escalation_f1_score': 0.0}"
